3D
45 5
60 60 60
20 20 20

0.125
0 1003.27 16.584128162396226
1 960.58 15.561860276292023
2 796.48 15.410362479443457
3 785.45 15.225638474589935
4 712.14 15.07046665220338
5 677.37 14.93973916569533
6 632.52 14.864479737319153
7 597.14 14.842352441495978
8 554.61 14.795988028547026
9 516.15 14.719878322899675
10 479.37 14.694085643317726
11 442.73 14.67754618458217
12 411.49 14.601934793472035
13 376.81 14.43115039952794
14 349.64 14.237374459684748
15 322.81 14.023840556991736
16 295.26 13.838355377165458
17 270.93 13.722759247017603
18 249.12 13.618303888756536
19 226.14 13.452622584281915
20 204.39 13.336223063597602
21 184.4 13.217037725471258
22 168.85 13.096125253695659
23 151.12 12.79713596430875
24 137.89 12.600106340362675
25 123.85 12.369790781369856
26 109.6 12.29218926875921
27 95.88 11.96562017102591
28 86.9 11.73464634625806
29 77.43 11.435154859085882
30 68.54 11.121480528696477
31 61.47 10.747069263569815
32 55.97 10.539459335198856
33 48.48 10.39274490809867
34 42.53 10.2629109535342
35 36.56 9.94393773710554
36 32.56 9.517056461578276
37 28.43 9.311261723455628
38 25.26 9.068368415829717
39 23.13 8.66838425804518
40 20.49 8.534236715424106
41 18.04 8.366654011098671
42 16.02 8.122795065191632
43 14.34 7.710406051402987
44 13.0 7.612992995082989
45 11.8 7.396845842608817
46 10.71 7.098226272413559
47 9.68 6.844484322518642
48 9.02 6.801721320520003
49 8.28 6.5064529932267865
50 8.11 6.508594152784074
51 7.61 6.196886115658806
52 7.17 6.14446287858004
53 6.84 6.132938790834642
54 7.14 6.138055349877095
55 6.7 6.0429141197038065
56 6.66 6.0553725739102005
57 6.05 6.015873759732828
58 5.96 6.008111830772905
59 5.71 5.973537477349225
60 5.66 5.9056407764758845
61 5.5 5.909041940421786
62 5.55 5.921626571357588
63 5.41 5.893473527015318
64 5.53 5.897647084567158
65 5.42 5.898762743493973
66 5.51 5.91733884567956
67 5.41 5.896489419862491
68 5.5 5.900662977414331
69 5.4 5.898762743493973
70 5.46 5.91733884567956
71 5.35 5.896489419862491
72 5.45 5.900662977414331
73 5.35 5.898762743493973
74 5.45 5.921626571357588
75 5.3 5.896489419862491
76 5.37 5.891149196531532
77 5.25 5.830939443662718
78 5.35 5.849515545848306
79 5.25 5.828666120031238
80 5.35 5.8328396775830775
81 5.25 5.830939443662718
82 5.35 5.849515545848306
83 5.25 5.828666120031238
84 5.35 5.8328396775830775
85 5.25 5.830939443662718
86 5.35 5.849515545848306
87 5.25 5.828666120031238
88 5.35 5.8328396775830775
89 5.25 5.830939443662718
90 5.35 5.849515545848306
91 5.25 5.828666120031238
92 5.35 5.8328396775830775
93 5.25 5.830939443662718
94 5.35 5.849515545848306
95 5.25 5.828666120031238
96 5.35 5.8328396775830775
97 5.25 5.830939443662718
98 5.35 5.849515545848306
99 5.25 5.828666120031238

0.25
0 2000.73 16.873218337563475
1 1622.85 16.47047952574087
2 1585.86 16.421466520108005
3 1534.68 16.571205510232602
4 1465.64 16.538207512758074
5 1419.08 16.517837570361397
6 1357.74 16.51724945327411
7 1306.79 16.59460081577
8 1252.51 16.556899644566638
9 1193.95 16.53891140994667
10 1136.18 16.489598958198496
11 1087.69 16.39121206874127
12 1028.56 16.408471966041724
13 971.92 16.3655011571668
14 930.21 16.28330400371073
15 878.67 16.23517063837201
16 832.25 16.14091847467624
17 790.68 16.10082013209891
18 741.88 16.133448530887527
19 706.0 16.065642832569914
20 662.49 15.952453386015959
21 623.03 15.860870698019083
22 587.53 15.779638211368614
23 545.2 15.709481185256939
24 507.32 15.6914386322075
25 468.33 15.504479407165887
26 432.69 15.388766917602384
27 402.64 15.209989736938514
28 369.94 15.161544317304944
29 340.38 15.091216058582647
30 316.29 15.00953213679118
31 286.01 14.90774036375753
32 264.21 14.728016522467327
33 245.22 14.68893697104108
34 223.57 14.568859425456498
35 202.17 14.462179693894615
36 183.79 14.350565862231115
37 164.81 14.159067818371529
38 149.34 13.974971899053857
39 132.76 13.782541699000141
40 120.13 13.629095566251342
41 106.87 13.479957429560166
42 95.17 13.229261821914797
43 86.45 12.999194504363167
44 77.05 12.738232549892649
45 66.98 12.485152371498366
46 61.36 12.229918332943146
47 54.24 11.884320118433264
48 47.97 11.367416352150535
49 43.6 10.803774281448119
50 38.63 10.282418767486805
51 33.87 10.020125180010986
52 30.43 9.812176348046943
53 27.06 9.39703938334389
54 23.91 9.094606196900576
55 20.92 8.646168420553972
56 18.17 8.390449349338933
57 17.08 7.976711202558431
58 15.18 7.884575163160514
59 14.28 7.885507981360661
60 12.66 7.772634931762166
61 11.81 7.732061981499344
62 11.48 7.678590686179415
63 10.57 7.633348085830317
64 9.97 7.490532763479186
65 9.12 7.43981713758539
66 8.48 7.387774647798949
67 7.84 7.3748722216474984
68 7.19 7.262499044487563
69 7.06 7.251128514743929
70 6.81 7.207698379875882
71 6.55 7.098528903487607
72 6.37 6.9358523521147255
73 6.48 6.931494803951642
74 6.12 6.864549774751112
75 6.09 6.852029797748574
76 5.89 6.805588322058626
77 5.88 6.725664163158804
78 5.68 6.73712334129659
79 5.65 6.7380223413925115
80 5.51 6.740850980740884
81 5.47 6.728852549148547
82 5.33 6.7138701441743756
83 5.35 6.672086503722227
84 5.28 6.6736137646026465
85 5.31 6.672756297630656
86 5.24 6.669698057540261
87 5.24 6.667613746335097
88 5.16 6.537231947632788
89 5.21 6.536374480660798
90 5.16 6.535161817069524
91 5.21 6.535704686752369
92 5.16 6.537231947632788
93 5.21 6.536374480660798
94 5.16 6.535161817069524
95 5.21 6.535704686752369
96 5.16 6.537231947632788
97 5.21 6.536374480660798
98 5.16 6.535161817069524
99 5.21 6.535704686752369

0.375
0 2998.03 16.976394084884355
1 913.1 16.833397250998868
2 856.78 16.734333386285435
3 663.83 16.852544516497783
4 549.04 16.760104099223618
5 475.56 16.75157344296054
6 417.2 16.717129860977238
7 363.02 16.731353085055762
8 315.73 16.737724859485475
9 277.71 16.683297263640625
10 243.3 16.636788115170408
11 209.91 16.57131882743706
12 181.77 16.483070815856262
13 156.02 16.384238145871883
14 137.1 16.296178378409444
15 119.15 16.164649144472058
16 102.92 16.00926204237389
17 88.85 16.012104493747717
18 77.38 15.970344435520214
19 67.91 15.747292860191203
20 58.98 15.6881765610199
21 52.19 15.402542836450138
22 44.03 14.818197205182209
23 37.84 14.572932406406323
24 32.84 14.13477967223974
25 28.72 13.339152143390791
26 25.25 13.015227899953596
27 23.32 12.767781472351958
28 20.72 12.523921810885026
29 18.87 12.057195622366091
30 17.78 11.733079271775928
31 16.42 11.4194141632509
32 15.21 10.926646884027372
33 14.34 10.833059758352064
34 13.51 10.73486437676063
35 13.01 10.699064537847113
36 12.35 10.505171113120396
37 12.16 10.480501812036028
38 11.85 10.298696546254753
39 11.6 10.311535963139445
40 10.88 10.124690347271896
41 10.9 10.118257611326182
42 10.53 9.872904258789347
43 10.39 9.882979343123555
44 9.94 9.699803812244285
45 9.86 9.704117393558779
46 9.55 9.698814482587862
47 9.62 9.709935250076517
48 9.33 9.708850504320313
49 9.45 9.71316408563481
50 9.21 9.708381193838903
51 9.36 9.719601410349775
52 9.15 9.718778197545234
53 9.34 9.723091778859727
54 9.15 9.718511920772539
55 9.34 9.729797796579328
56 9.15 9.729457031615386
57 9.34 9.733770612929879
58 9.15 9.729122332258973
59 9.34 9.740447879608517
60 9.15 9.740539690374767
61 9.34 9.744853271689262
62 9.15 9.740607423465796
63 9.34 9.751486646700426
64 9.15 9.75196637605458
65 9.34 9.756279957369074
66 9.15 9.75239335098808
67 9.34 9.762859168881548
68 9.15 9.763687169068497
69 9.34 9.768000750382992
70 9.15 9.764435526767487
