3D
567 6
60 60 60
20 20 20

0.125
0 995.65 16.67333409060511
1 486.72 14.889226932249406
2 321.76 14.289350038804375
3 228.09 13.804071910688895
4 163.79 13.370635998090766
5 119.2 13.028215674792568
6 86.92 12.68420062485456
7 65.77 12.33289731669541
8 51.56 11.988383286016632
9 41.98 11.570138707468363
10 35.05 11.489029210254737
11 29.86 11.263975923762473
12 25.75 11.176237772601178
13 22.71 10.932188167356747
14 21.12 10.65888787102463
15 20.04 10.612693498990051
16 18.93 10.615338341029897
17 18.05 10.39491221603601
18 17.5 10.385339472023583
19 16.96 10.377060335696177
20 16.74 10.370724905604938
21 16.59 10.359031492553886
22 16.39 10.309080765575247
23 16.23 10.30425923680337
24 16.14 10.309080765575247
25 16.01 10.30425923680337
26 15.94 10.238370087456595
27 15.94 10.233548558684717
28 15.94 10.238370087456595
29 15.94 10.233548558684717
30 15.94 10.238370087456595
31 15.94 10.233548558684717
32 15.94 10.238370087456595
33 15.94 10.233548558684717
34 15.94 10.238370087456595
35 15.94 10.233548558684717
36 15.94 10.238370087456595
37 15.94 10.233548558684717
38 15.94 10.238370087456595
39 15.94 10.233548558684717
40 15.94 10.238370087456595
41 15.94 10.233548558684717
42 15.94 10.238370087456595
43 15.94 10.233548558684717
44 15.94 10.238370087456595
45 15.94 10.233548558684717
46 15.94 10.238370087456595
47 15.94 10.233548558684717
48 15.94 10.238370087456595
49 15.94 10.233548558684717
50 15.94 10.238370087456595
51 15.94 10.233548558684717
52 15.94 10.238370087456595
53 15.94 10.233548558684717
54 15.94 10.238370087456595
55 15.94 10.233548558684717
56 15.94 10.238370087456595
57 15.94 10.233548558684717
58 15.94 10.238370087456595
59 15.94 10.233548558684717
60 15.94 10.238370087456595
61 15.94 10.233548558684717
62 15.94 10.238370087456595
63 15.94 10.233548558684717
64 15.94 10.238370087456595
65 15.94 10.233548558684717
66 15.94 10.238370087456595
67 15.94 10.233548558684717
68 15.94 10.238370087456595
69 15.94 10.233548558684717
70 15.94 10.238370087456595
71 15.94 10.233548558684717
72 15.94 10.238370087456595
73 15.94 10.233548558684717
74 15.94 10.238370087456595
75 15.94 10.233548558684717
76 15.94 10.238370087456595
77 15.94 10.233548558684717
78 15.94 10.238370087456595
79 15.94 10.233548558684717
80 15.94 10.238370087456595
81 15.94 10.233548558684717
82 15.94 10.238370087456595
83 15.94 10.233548558684717
84 15.94 10.238370087456595
85 15.94 10.233548558684717
86 15.94 10.238370087456595
87 15.94 10.233548558684717
88 15.94 10.238370087456595
89 15.94 10.233548558684717
90 15.94 10.238370087456595
91 15.94 10.233548558684717
92 15.94 10.238370087456595
93 15.94 10.233548558684717
94 15.94 10.238370087456595
95 15.94 10.233548558684717
96 15.94 10.238370087456595
97 15.94 10.233548558684717
98 15.94 10.238370087456595
99 15.94 10.233548558684717

0.25
0 2001.99 16.786848223353534
1 1906.1 16.06092319139073
2 1659.45 15.86074966820441
3 1570.26 15.737933796331617
4 1441.38 15.654524090676352
5 1335.34 15.570470024759784
6 1225.26 15.474401240964928
7 1112.3 15.392230215733957
8 1008.28 15.263237220430664
9 908.71 15.146636054577112
10 813.23 14.97860754807052
11 723.34 14.871286204687017
12 639.88 14.755974463535525
13 561.81 14.601391517990065
14 488.58 14.493500803335388
15 424.09 14.31009709156291
16 365.62 14.179930454941971
17 316.03 14.030290137992056
18 267.49 13.901751052673678
19 226.37 13.651004218421908
20 190.11 13.503054175567154
21 160.31 13.34802085612006
22 135.0 13.143909308126819
23 112.64 12.956464251105874
24 92.95 12.776597775604758
25 75.7 12.52639685147253
26 61.5 12.167143792350837
27 50.09 11.87050423562892
28 40.83 11.51725255368082
29 33.65 11.231688137187762
30 27.6 10.92373378765822
31 23.62 10.459512993546568
32 21.1 10.135670901699873
33 19.55 10.001524682156198
34 18.24 9.974227197398843
35 17.16 9.797658799042514
36 16.41 9.795215902687238
37 15.9 9.779267522769171
38 15.63 9.711079587648383
39 15.29 9.706950420480343
40 14.92 9.69818223338367
41 14.67 9.621294459249999
42 14.65 9.546905381486422
43 14.65 9.54988017496457
44 14.65 9.546905381486422
45 14.65 9.54988017496457
46 14.65 9.546905381486422
47 14.65 9.54988017496457
48 14.65 9.546905381486422
49 14.65 9.54988017496457
50 14.65 9.546905381486422
51 14.65 9.54988017496457
52 14.65 9.546905381486422
53 14.65 9.54988017496457
54 14.65 9.546905381486422
55 14.65 9.54988017496457
56 14.65 9.546905381486422
57 14.65 9.54988017496457
58 14.65 9.546905381486422
59 14.65 9.54988017496457
60 14.65 9.546905381486422
61 14.65 9.54988017496457
62 14.65 9.546905381486422
63 14.65 9.54988017496457
64 14.65 9.546905381486422
65 14.65 9.54988017496457
66 14.65 9.546905381486422
67 14.65 9.54988017496457
68 14.65 9.546905381486422
69 14.65 9.54988017496457
70 14.65 9.546905381486422
71 14.65 9.54988017496457
72 14.65 9.546905381486422
73 14.65 9.54988017496457
74 14.65 9.546905381486422
75 14.65 9.54988017496457
76 14.65 9.546905381486422
77 14.65 9.54988017496457
78 14.65 9.546905381486422
79 14.65 9.54988017496457
80 14.65 9.546905381486422
81 14.65 9.54988017496457
82 14.65 9.546905381486422
83 14.65 9.54988017496457
84 14.65 9.546905381486422
85 14.65 9.54988017496457
86 14.65 9.546905381486422
87 14.65 9.54988017496457
88 14.65 9.546905381486422
89 14.65 9.54988017496457
90 14.65 9.546905381486422
91 14.65 9.54988017496457
92 14.65 9.546905381486422
93 14.65 9.54988017496457
94 14.65 9.546905381486422
95 14.65 9.54988017496457
96 14.65 9.546905381486422
97 14.65 9.54988017496457
98 14.65 9.546905381486422
99 14.65 9.54988017496457

0.375
0 3010.72 16.92726465744912
1 1346.19 16.547695763903615
2 1085.21 16.294931003761416
3 866.45 16.282558443732743
4 686.11 16.13254965695683
5 551.01 16.01524379452301
6 444.15 15.856267033741936
7 355.9 15.687773420043097
8 281.35 15.534284344940797
9 223.41 15.358840977892749
10 176.2 15.210621430425965
11 139.67 15.059361996579998
12 112.08 14.897595057645612
13 91.13 14.78581041025559
14 74.96 14.620420405748602
15 62.55 14.469819563037767
16 52.42 14.31357218119995
17 44.69 14.228336753647445
18 38.91 13.931618527534175
19 34.74 13.693817474738585
20 31.59 13.464557324321664
21 29.49 13.345038590722684
22 27.7 13.303799579759106
23 26.62 13.171875870967474
24 25.91 13.026414536640727
25 25.55 13.02326604159467
26 25.4 13.016829275056317
27 25.24 13.022391983060075
28 25.08 12.975275192345412
29 25.01 12.966743241853374
30 24.92 12.970003825321205
31 24.82 12.957072776602194
32 24.75 12.955511781712977
33 24.66 12.951379754170484
34 24.74 12.950086050391292
35 24.64 12.952981878621463
36 24.46 12.941051774669777
37 24.38 12.939665008151955
38 24.38 12.939665008151955
39 24.38 12.939665008151955
40 24.38 12.939665008151955
41 24.38 12.939665008151955
42 24.38 12.939665008151955
43 24.38 12.939665008151955
44 24.38 12.939665008151955
45 24.38 12.939665008151955
46 24.38 12.939665008151955
47 24.38 12.939665008151955
48 24.38 12.939665008151955
49 24.38 12.939665008151955
50 24.38 12.939665008151955
51 24.38 12.939665008151955
52 24.38 12.939665008151955
53 24.38 12.939665008151955
54 24.38 12.939665008151955
55 24.38 12.939665008151955
56 24.38 12.939665008151955
57 24.38 12.939665008151955
58 24.38 12.939665008151955
59 24.38 12.939665008151955
60 24.38 12.939665008151955
61 24.38 12.939665008151955
62 24.38 12.939665008151955
63 24.38 12.939665008151955
64 24.38 12.939665008151955
65 24.38 12.939665008151955
66 24.38 12.939665008151955
67 24.38 12.939665008151955
68 24.38 12.939665008151955
69 24.38 12.939665008151955
70 24.38 12.939665008151955
71 24.38 12.939665008151955
